review_group,Text,Label,tfidf_pred,bert_pred,manual_verdict
only_tfidf_correct,সমস্ত ক্ষমতার ও দয়ার মালিক আল্লাহ। আল্লাহ কবুল করুক (আমিন)।ভালো পোস্ট করবেন আল্লাহর পক্ষ হতে ভালো প্রতিদান পাবেন।সামান্য ভালো কিছু করলেও ভালো সওয়াব পাওয়া যায়।আল্লাহ কবুল করুক।,Neutral,Neutral,Sexual Aggression,
only_tfidf_correct,সsujon roy tor mar loge acil bnp,Neutral,Neutral,Harassment,
only_tfidf_correct,বিবাহ করিতে চাইনা নাটক রাতে ইউটিউব থেকে ডাউনলোড করছি সকালে দেখবো।,Neutral,Neutral,Sexual Aggression,
only_tfidf_correct,সব ফলোয়ার বাড়ার ধান্দা,Sexual Aggression,Sexual Aggression,Harassment,
only_tfidf_correct,তুমি ক্ষমা পাইবা না। মুসলিম জাতির উপর আঘাত দিছো ছিঃ ছিঃ ছিঃ সাফা তোমাকে আমি অনেক লাইক করতাম। তোমার নাটক দেখার জন্য আমি পাগল ছিলাম আর তুমি এই কাজ করলে। ছিঃ।,Harassment,Harassment,Hate Speech,
only_tfidf_correct,"আপনি পরকালে বিশ্বাস করলে কিংবা না করলে কারোরই কিছু যাওয়া আসার কথা নয়,ধর্ম নিয়ে বারাবাড়ি করার সুযোগ নেই।আপনি আপনার কর্মের হিসাব দিবেন আর আমি আমারটা!আমরা যেটা করতে পারি তা হলো আপনার মতো সল্প জ্ঞানী,মূর্খ,গাফেলকে ত্যাগ করতে পারি!",Sexual Aggression,Sexual Aggression,Harassment,
only_tfidf_correct,"এমন জীবন তুমি করিবে গঠন , মরণে হাসিবে তুমি কাঁদিবে ভুবন।",Neutral,Neutral,Hate Speech,
only_tfidf_correct,দুদু খাওয়ান,Sexual Aggression,Sexual Aggression,Harassment,
only_tfidf_correct,বাঙ্গালীর আলগা দাড়ি আলগা মুচ লাগানোর এই অভ্যাস আর বুঝি গেলোনা,Neutral,Neutral,Harassment,
only_tfidf_correct,অবৈধ সৈরাচার হাসিনার পতন হবে ইনশাল্লাহ আজিজ,Neutral,Neutral,Violent Extremism,
only_tfidf_correct,"চুতমারানি রোজার দিনে দুই দিন আগে একটা অর্ধনগ্ন পিক দিছিল, আজকে আবার বোরকা পরা পিক, আসলেই ওরা পারে ও",Sexual Aggression,Sexual Aggression,Harassment,
only_tfidf_correct,তরে আমার কুত্তাও চুদবে না,Harassment,Harassment,Sexual Aggression,
only_tfidf_correct,"সাফা কবির অনেক বড় গুনাহ করেছেন,তার সাথে সাথে আমরাও গুনাহ করছি,সমালোচনা করে, গীবত করে, গালিগালাজ করে।আমরাতো ইসলাম এর জন্যই প্রতিবাদ করছি।তাহলে আমরা কেন গালি গালাজ করে নিজেকে এবং আমাদের ধর্মকে ছোট করছি?ইসলাম তো আমাদের গালিগালাজ করে প্রতিবাদ করতে শেখায় নি।খারাপ কিছু দিয়ে ভাল কিছু আশা করা যায় না।তাই আমরা গালিগালাজ না করি।আল্লাহ তাকে হেদায়েত দিক, সে যেন সঠিক পথে বুঝতে পারে।",Sexual Aggression,Sexual Aggression,Neutral,
only_tfidf_correct,"সময় চলে যায়...বাল পেকে যায়,মানুষ বুড়ো হয় বিচি ঝুলে যাই।কিন্তু কিছু আচোদা আবালই থেকে যায়।যেমনঃ তুইতোদের মত প্রানী আছে বলেই পৃথিবীতে এলিয়েন আসে নাএসেছি ""Meme দেখুন"" গ্রুপ থেকে",Sexual Aggression,Sexual Aggression,Harassment,
only_tfidf_correct,এসবের মানে কি এটা বাংলাদেশ না কি আমেরিকা,Harassment,Harassment,Neutral,
only_tfidf_correct,"ও যে ওর বাবা মা য়ের ঔরসের সন্তান সেটা কি ও দেখেছে? তা যদি না দেখে থাকে তাহলে সেটা ও বিশ্বাষ করে কিভাবে? ও যেটা দেখে না সেটা যদি বিশ্বাষ না করে তাহলে ওর বাবা মায়ের সন্তান ও না, তার মানে জারজ সন্তান।",Harassment,Harassment,Sexual Aggression,
only_tfidf_correct,"খাড়া যে হইছে,আর নরমাল হইতেছেই না,,কি দেখাইলি রে তুই...",Sexual Aggression,Sexual Aggression,Harassment,
only_tfidf_correct,মাইডেতে প্রথম দেইখা মাল্টারে চিনতে পারিনাই,Sexual Aggression,Sexual Aggression,Harassment,
only_tfidf_correct,তোমাল তথা তেউ তুদে না,Sexual Aggression,Sexual Aggression,Harassment,
only_tfidf_correct,সেফুদা রে ও সে ফুদা তুইতো করুন আক্রান্ত অস্ট্রেলিয়ায় তুই কথা বলিস না,Harassment,Harassment,Sexual Aggression,
only_tfidf_correct,তাশলিমা নাশরিন আরেক টা,Neutral,Neutral,Harassment,
only_tfidf_correct,সারা বিশ্ব না বলেন সৌরজগতের সবাউ চিনে।,Harassment,Harassment,Sexual Aggression,
only_tfidf_correct,হিরো আলম হউক সমালোচিত তবে জায়েদ খানের চেয়ে হিরো আলমের পরিচিতি বেশি ১০০%....,Sexual Aggression,Sexual Aggression,Neutral,
only_tfidf_correct,ধর্ষনের জন্য পোশাক দায়ী নয় এটাই সহমত হলে নিচের ছবির কি দোষ? এই ভাই নিজেকে আকর্ষণীয় করতে অনেক সুন্দর পোশাক পড়েছে।,Neutral,Neutral,Sexual Aggression,
only_tfidf_correct,তামাশা নিয়ে কোনো পোস্ট দিলেই আমার কলিজাটা ধুক করে ওঠে।কি তামশা দেখাইবো আবার কে জানেযাক মাস্কাইসেন ভালো বাট এত ঘেঁষাঘেঁষি ক্যা ব্রোসামাজিক দূরত্ব বজায় রাখুন নাহলে যদি আবার তামশার নাইকার কিছু হয় পরের তামাশা পার্ট টু কেমনে পাইবো জনগণ সো বি কেয়ারফুল ব্রো,Harassment,Harassment,Neutral,
only_tfidf_correct,তর মরন সামনে আসবে।,Violent Extremism,Violent Extremism,Hate Speech,
