Text,Category,Gender,Comment React Number,Label
পরকাল যদি বিশ্বাস না করো তুই তোর বাপের বিয়া করিস এমনি তো জাহান্নামে যাবি বাপের চুদাখাই,Actor,Female,0,Sexual Aggression
মাশাআল্লাহ ❤ভাই আপনি ভালবাসা ,Sports,Male,1,Neutral
জাহেদ খান কে আমি চিনলাম না ওকে আজ প্রথম আমি দেখলাম যাক ওর কথা বাদদেন বাল খান কে এটা বিষয় না আমাদের হিরো আলম ভাই হিরো এখানে কোন সন্দেহ নেই,Social,Male,0,Harassment
তুমি এত বালপাকনা কেনো,Actor,Female,1,Harassment
করোনা নাকি গুজব,Social,Male,0,Neutral
আগে লাগতো ভালো এখন লাগে ঘৃনা ,Actor,Female,0,Harassment
"নাস্তিক দের দেশ ও নাই, ধর্ম ও নাই।",Actor,Female,0,Hate Speech
তাহলেতো এর জন্মকে অস্বীকার করতে হবে ওর বাবা যে ওকে জন্ম দিছে সেটা বিশ্বাস কি কারণ সেটা তো সে দেখে নাই অদেখা জিনিসকে যদি বিশ্বাস করতে নেই,Actor,Female,1,Harassment
"ক্ষমা চাওয়ার কি আছে,,ওর বাবাও যে নাস্তিক তাতো অনেকেই জানে না,,,মুরগী কবির যাকে বলে আর কি,,,ওর পুরা ফ্যামেলী টাই এমন,পরকাল বিশ্বাস করে না,,,,এখন ক্ষমা ছেড়ে মুসলিম দের জনপ্রিয়তা আবার পেতে চায় আর কি!!!",Actor,Female,3,Hate Speech
"আরে জাহেদ হাসান এই বালটারে,কার বালে চিনে!!হিরো আলম যতটুকু অভিনয় পারে,,তার দ্বারে কাছে ও নেই,এই সব জাহেদ বাল চাল!!জাহেদ খানের কোন সিনেমার নাম আমি পযর্ন্ত বলতে পারবো!!!অথয অন্য নায়েক দের শতখানেক সিনেমার নাম বলতে পারবো!!জাহেদ খান পাঠা অভিনয় পারে না বলেই,,তো বাল চাল রাজনিতি করে এফডিসিতে টিকে আছে,,না হলে ওই বলদ,কে কার বালে চিনে!!",Social,Male,0,Sexual Aggression
বালের হিরো কার সাথে কি তুলনা করিস সালা?,Social,Male,0,Harassment
বাংলার নতুন নাস্তিক।,Actor,Female,0,Hate Speech
"বাবু সোনা মনি, এটাকে শাক দিয়ে মাছ ডাকা বলে",Actor,Female,5,Harassment
আমি দেখবো,Actor,Male,0,Neutral
ক্যারিয়ার এবং ফেসবুক আইডি ফিরে পাওয়ার জন্য আল্লাহর প্রতি বিশ্বাস চলে আসছে!!আর কত কি দেখব,Actor,Female,13,Sexual Aggression
"চামড়ার ভিতর দিয়ে চামড় গেলে কেন ক্ষতি হয়, না, সেষ ফলটা ভালোই আসে, .. ওই ছায়া কবির তুই তো চামড়া মুখ দিয়ে আল্লাহ গুটা মুসলিম জাতিকে উপমান করছিস,, তুই আবার আল্লাহ কাছে ক্ষমা চায়, যে ব্যাক্তি পরকাল বিশ্বাস করে না, সে কখনোই আল্লাহ কাছে ক্ষমা চাওয়ার যুগ্য নয়, তুমি নাস্তিক, তর ফাঁসি দেওয়া উচিৎ।",Actor,Female,0,Violent Extremism
পাগল।,Social,Male,0,Harassment
আসলে আপু আপনারাতো একটু পপুলার তাই একটু হুশ জ্ঞান রেখে কথা বলবেন।আজকাল মানুষ কথায় একটু ফাকা পেলে এটাকে সুইঙ্গামের মতো লম্বা করে।আর আপনি যেভাবে সরাসরি বলেছেন তাতে আমাদের হৃদয়টা ভেঙ্গে চুরমার করে দিয়েছিলেন।আর আপনার কথার ভিন্নকোনো ব্যাখ্যা ও হতে পারেনা।,Actor,Female,1,Harassment
সে এত দিন জনির ভাইর সাথে হোম কোয়ারেন্টাইনে ছিলোMiss u jony vai………,Actor,Female,0,Sexual Aggression
"আজকের প্রসঙ্গঃ- সাফা কবির।প্রায় ৭/৮ বছর যাবৎ তিনি দেশের মানুষদের এন্টারটেইনমেন্ট দিয়ে আসছেন। আজ হঠাৎ যখন তিনি বললেন, ""আমি পরকালে বিশ্বাস করি না"" ঠিক তখনি আমরা বাঙ্গালী জাতি তাকে নিয়ে সমালোচনায় পড়লাম। সোশাল মিডিয়ায় শুরু করলাম গালাগালির প্রতিযোগিতা, নামের আগে জুড়ে দিলাম #নাস্তিক।একজন মানুষ হিসেবে সে পরকাল বিশ্বাস করবে নাকি কি করবে সেটা তার একান্ত নিজস্ব বেপার। মৃত্যুর পর তার কি হবে না হবে তা আল্লাহ বিচার করবে। যারা আজ তাকে নাস্তিক বলতেছেন গতকাল পর্যন্ত উনার যৌবনের মোহে ছিলেন আপনি। তখন কোথায় ছিলো আপনার পরকাল?? আপনি পরকাল বিশ্বাস করেন কিন্তু মানেন না। আর উনি পরকাল বিশ্বাস করে না। দুইজনের মধ্যে ফারাক কতটুকু??আমরা মুসল্লিরা ওযুর দোয়া জানি না, জায়নামাজের দোয়া জানি না, আজানের উত্তর দিতে জানি না, শুধু জানি অন্যের দোষ ধরতে। এর নাম ই কি প্রকৃত মুসলিম?অন্যের পরকাল বাদ দিয়ে নিজের পরকাল নিয়ে ভাবেন। অযথা অন্যের অপ্রয়োজনীয় কথাকে দশজনের সামনে প্রমোট করবেন না। আমার কথায় কেউ কষ্ট পেয়ে থাকলে ক্ষমা করে দিবেন।(Collected)",Actor,Female,2,Hate Speech
"অাল্লাহ তুমি,,,,,হেদায়েত করো,,,,,,",Actor,Female,1,Neutral
নাস্তিকের ঘরে নাস্তিক জম্ম নেবে এইটাই স্বাভাবিক,Actor,Female,0,Hate Speech
অপেক্ষা হোক আজানের জন্য ভালোবাসা হোক আল্লাহ ও রাসূল (সাঃ) এর জন্য❤জুম'আ মোবারক,Sports,Male,2,Hate Speech
এমপি মন্ত্রী মেম্বার চেয়ারম্যান তারা ভোটের সময় মানুষের ঘরে ঘরে গিয়ে ভোট চাইছে। এখন তারা অসহায় মানুষের ঘরে ঘরে গিয়ে খাবার পোঁছিয়ে দেওয়ার জন্য অনুরোধ জানাচ্ছি ,Social,Male,3,Neutral
আল্লাহর জন্যই আপনাকে ভালোবাসি। আল্লাহ আপনাকে সুস্থ রাখুক...!! আমিন,Social,Male,3,Neutral
এটা তো কিছুদিন আগে মোটামুটি সবাই দেখে ফেলছে।,Actor,Female,1,Neutral
পতিতার মতো পুরুষের সাথে বিছানায় যাস।তোদের মুখে আবার ইসলাম কি এই পতিতা মাগি।,Actor,Female,0,Sexual Aggression
"ওওওও ভাই মঝে মারো, মঝে মারো",Social,Male,1,Harassment
"সারজিনা বিনতে মোস্তফাআপু তোমার ভাই একটা আছে মনে হয়?লগু ডিজাইনার!! তাকে বলতে পারো,,",Sports,Male,0,Neutral
তর মত একটা ফালতু যাকে ভাল করে বাংলাদেশের মানুষ চিনেনা তুই পরকাল বিশ্বাস না করলেও কিছু আসে যায় না নাস্তিক এর মতো তুই ও একদিন ধংস হবি ইনসাআল্লাহ।,Actor,Female,0,Hate Speech
আমি দেখি আপনাকে ম্যাডাম,Singer,Female,0,Neutral
এটা কেয়ামত এর আলামত ।,Social,Male,0,Hate Speech
তাহলে তোমার বাবার পরিচয়ও ঠিক নেই .............,Social,Male,0,Harassment
"তোমার মতো বেয়াদব  আর নাই,তোমার কোনো ক্ষমা নাই",Actor,Female,2,Harassment
ধন্যবাদ হিরো আলম ভাই কে  । হিরো আলম আসলে একটা হিরো আলম হিরো আলম কে বাংলাদেশের মানুষ নয় সারা পৃথিবীতে যত রাষ্ট্র আছে এবং যত রাষ্ট্রতে বাংলাদেশের মানুষ আছে সবাই তাকে চিনে এবং এক সত সাহসী রিরো আলম হিসেবে চিনে আর যিনি বলছেন হিরো আলম নামে কাউকে চিনে না ওনি অহংকার করে কথা বলেছেন । বাংলাদেশের রাষ্ট্রপতি  প্রধানমন্ত্রী সহ এমন কি বাংলাদের হাই কোর্ট পযন্ত হিরো আলম কে চিনে  অহংকার পতনের মুল ।,Social,Male,0,Neutral
নাস্তিক এর গালে জুতা মারো তালে তালে,Actor,Female,0,Violent Extremism
আর ছিঁড়া পেন্ট নাই রে বেটা,Social,Male,0,Harassment
না ঠিক  আছে ওই দিন গাজাটা বেশি খেয়েছো  তো  তাই কি.থেকে কি বলছো বুজনি,Actor,Female,0,Sexual Aggression
প্রেম করেছে নবী রাসুল।সাহাবারা।এবং তারা একাধিক বিয়েও করছে।।যদিও এটা সত্যনা তবুও বলবো।সে আবার বিয়ে করতে পারে।।তাতে আপনার এত চুলকানি কেনো।।মেয়েটা ভালবাসে সাঈদিকে তাকে ফোন না করে ফোন করছে তার বিবির কাছে।।কারণটাকি।।কারনটা হলো যেনো সাঈদির বিবি তাকে ভুলবোঝে এবং তাদের সংসারে অসান্তি সৃষ্টিহয়।।এটাইতো তা জনগন বোঝে।।এটা মোনা ফিকদের কাছ।।যারা আলেমদের বিপদে ফেলতে চায়,Politician,Male,0,Sexual Aggression
"সতর্কী করন পোষ্টের জন্য ধন্যবাদ ভাই,,,",Actor,Male,3,Neutral
রতনরা প্রতিবন্দি ওছিনে,Politician,Male,0,Neutral
পায়ের জুতা পায়ে মানায়। মাথায় না,Social,Male,1,Violent Extremism
ও একটা বেইশ্যা।,Actor,Female,0,Harassment
চুদার কমেন্ট পড়তে আসলাম,Actor,Female,1,Sexual Aggression
"যেহেতু আমরা সাফা কবিরের উলঙ্গ কোন পিক দেখি নাই,সেহেতু আমরা বিশ্বাস করতে পারছি না সে মেয়েহতে পারে সে হিজলা,ইট’স লজিক যারা একমত,,আসো রিপ্লাই খেলি",Actor,Female,0,Sexual Aggression
আমি সৌদিআরব ধামমাম থেকে,Politician,Female,1,Neutral
"আগে নামাজ পড়েন পরে মোবারক জানান, যে ভুল করছেন নামাজ পড়ে আল্লাহ্ কাছে মাপ চান, হাসি মার্কা ষ্টেটাজ দিয়েন না।",Actor,Female,1,Hate Speech
চুতিয়া মাগি এ আমার ফেমাস কমেন্ট টা ডিলেট করে দিছে।অনেক হাহা পড়ছিলো।নাস্তিকরে আমি খাইছি।,Actor,Female,0,Hate Speech
সৃজিত দাদুর তৈল কি ফুরিয়ে গেছে না কি । ইন্ডিয়ান ইঞ্জিন ৫৫ বছত চলার পর আর কি করে তৈল থাকে। ,Actor,Female,0,Sexual Aggression
মাশাআল্লাহ সবসময়ই এভাবেই থাকবেন অনেক সুন্দর দেখা যাবে,Actor,Female,0,Neutral
"তোর মা যে তোর বাপের কাছে হাংগা বসছে তুই দেখছিস,,দেখোস নাই।তাইলে তোর জন্মের কোনো ঠিক নাই নিশ্চয়,, তাহলে তুই তো একটা জারজ সন্তান মনে হয়।",Actor,Female,1,Sexual Aggression
"আপনি কি মুসলিম?যদি মুসলিম হয়ে থাকেন তাহলে পরকাল কেন বিশ্বাস করেন না?ইসলাম ধর্ম হলো শান্তির ধর্ম,,এই ধর্মের মানুষেরা পরকাল বিশ্বাস করে,,এমন কি হিন্দু ধর্মের মানুষেরা পরকাল বিশ্বাস করে আমার মনে হয়,,তাহলে আপনি কোন ধর্মের মানুষ?আপনার এমন একটা কথার কারনে আপনি অনেক বেশি সমালোচিত হচ্ছেন,,আপনার কাছ থেকে এমন কিছু আশা করা যায় না কারন আপনি একজন সেলিব্রিটি মানুষ,,তওবা করে নিবেন হয়তো আল্লাহ্ তাআলা আপনাকে মাপ করে দিবে,,",Actor,Female,0,Sexual Aggression
শালার পু কথা বলতে পারেনা ইসটিজের মধ্যে কি করে,Social,Male,0,Harassment
"তুই মেয়ে নাকি ছেলে আমার একদমই বিশ্বাস হয় না,একবার উলঙ্গ করে দেখাবি তাহলে বিশ্বাস হবে।",Actor,Female,0,Sexual Aggression
"তার ফেসবুক পেজটি একটি দুষ্ট চক্রো মহল এবং কে বা কাহারা হ্যাক করে #সাফার নামে বাজে পোষ্ট করতেছে , সাফা কখনই ঐ ধরনের কথা বলতে পারে না ।",Actor,Female,1,Sexual Aggression
ধন্যবাদ এম পি সাহেব,Social,Male,0,Neutral
কোন দেশনায়ক জাতি জানতে চাই। নায়ক পালিয়ে আছে কেন? অনেক টাকা খেয়ে গেছে আমার। আমার টাকা ফেরত চাই। হাশরের ময়দানে নায়ক / ফায়ক দেখবো না।মারামারি লাগাই দিবো। আমার পাওনা টাকা ফেরত দিতে হবে।,Politician,Female,2,Violent Extremism
স্যার বিমানবন্দর সম্পূর্ণরূপে বন্ধ করে দেয়ার কি কোন পরিকল্পনা নাই? গাছের আগা কেটে গোড়ায় পানি দিয়ে কি লাভ?,Politician,Male,0,Neutral
বাংলা ফ্লিম ইন্ডাস্টির পিছওয়াড়া মেরে ছেড়ে দিছে ৷,Social,Male,1,Harassment
"নিহাত আমি ভদ্রলোক,তাই মাগি বইলা আপনাকে অপমান করলাম না",Actor,Female,1,Sexual Aggression
মন ফড়িঙের গল্প... <3,Actor,Female,1,Neutral
বাহ্নববধূ সবসময় তুমি নতুনত্ব ভাবে থেকো। আমার চৌদ্দগোষ্ঠীর ক্রাশ হয়ে,Actor,Female,1,Harassment
অসাধারণ..... ,Sports,Male,0,Neutral
ওরে ভুদাই ইমতিয়াজ সালা তোরে না কত বার করে মামা করেছি পরিকে নিয়ে কোন প্রকার আজে বাজে কথা বলবি না।,Actor,Female,0,Harassment
আজ থেকে তোর মতো শুয়োরের বাচ্চার নাটক দেখা বয়কট  করলাম,Actor,Female,2,Violent Extremism
নামে মুসলিম হলে কি হবে কাজে নাস্তিক,Actor,Female,1,Hate Speech
যার বাবা একজন নাস্তিক সে কি ভাবে আস্তিক হবে?,Actor,Female,0,Hate Speech
সব কিছু বাদ প্রিয়া সাহাকে বাংলা দেশে এনে শান্তিতে নোবেল পুরস্কার দেয়া হোক আর বাংলাদেশটা মালুদের হাতে তুলে দেয়া হোক,Social,Female,0,Sexual Aggression
"তোর সুন্দরে গোষ্ঠী চুদি,ফেরোয়ানের  বংশীদর দেখে নন?",Actor,Female,0,Sexual Aggression
দেখলেই তো কুত্তা লাহান লাগে।,Actor,Female,0,Harassment
ধুর বলদ,Social,Male,0,Harassment
"এরা দেশের জন্য কোন বাল ও করবেনা, চুদির বাইরা জীবনে দেখলাম না কোন একটা বড় তারকা, দেশের জন্য একটা ভাল কাজ করছে,কথায় কথায় বলে,অামাদের বাংলা ছবি দিয়ে দেশের নাম ফুটাইতে অাছি",Actor,Male,0,Sexual Aggression
পেজ আনফলো/আনলাইক করতে আসছিলাম এসেই দেখি আনলাইক আছে আগে থেকেই।সকল নাস্তিকদের আল্লাহ তায়ালা ধ্বংস করুক।(আমিন),Actor,Female,0,Hate Speech
সারা বাংলায় একিসুর শেখ হাসিনা ভোট চুর,Politician,Female,7,Harassment
অই মাগী করোনা তো দেখা যায় না।,Actor,Female,0,Sexual Aggression
বিবেকের কাছে প্রশ্ন-১.সাফা কবিরকে গালি দিয়ে কাজটা কি ঠিক করছেন?২.ভুল ভ্রান্তি কি সবার হয় না?উত্তর -১.যত খুশি গালি দেন। লাগলে লোক ভাড়া করেন২.ভুল ভ্রান্তি সবার হয় কিন্তু  সবাই ত আর ওর মত নাস্তিক না।,Actor,Female,1,Hate Speech
তাহলে মানুষ সহ প্রাণীকুল এবং অন্য যাহা কিছু আসমান এবং যমিনে এবং গভির সমুদ্রে মহা-সমুদ্রে  আছে তাহা আইলো কেমনে?? আর মানুষ  ঐ সামান্য বির্য্য থেকে জন্মায় কেমনে?আর মানুষ  মরে ক্যান- যদি সৃষ্টি কর্তা না থাকে?? তোরা এবং তোদের বিজ্ঞান কৃত্রিম ছাড়া প্রাকৃতিক ভাবে কিছু সৃষ্টি করে দেখা??? এই যে তোদের মাথায় ঘেলুতে এত বুদ্ধি জ্ঞান পাইলি কেমনে বল দেখী?? তোরা একটা  বুদ্ধি প্রতিবন্দিকে জ্ঞান দিয়ে দেখাতো ভাই?? আকাশে আরেকটা সূর্য্য উদিত করে দেখাতো কেমনে পারিস?? আর একটা চাঁদ আকাশে উদিত করে আমাবর্শার কালো অন্ধকারকে জোসনা রাতে পরিণত করে দেখাতো?? মাত্র কয়েকটার কথা বললাম করে দেখা তোরা এবং তোদের জ্ঞানে কত ক্ষমতা??,Social,Male,1,Harassment
এটা একটা সুস্থ মস্তিষ্কের লোকের কথা হতে পারে না।সুতারং আমরা এবনরমাল ও বলতে পারি।উনার মাথার CT করা দরকার।,Actor,Female,2,Sexual Aggression
জুতা দিয়ে মারা উচিত তোকে,Actor,Female,2,Violent Extremism
আমার এক বন্ধু কল দিয়ে বলল তুমি পিক আপলোড দিস তাই দেখতে আসলাম..তো আপু পেন্টি পরনে আছে না নাই দেখিও পিঁপড়া যদি আবার বদায় মধু খেতে ডুকে আর বদার দুর্গন্ধে মারা যেন না যায়..,Actor,Female,17,Sexual Aggression
"এদেশে হিন্দু থাকবে, খৃষ্টান থাকবে, ইয়াহুদী থাকবে, বৌদ্ধ থাকবে, কিন্তু তুই বেশ্যা থাকতি পারবিনা। তুই তোর বোন তাসলিমা নাসরিন বেশ্যার কাছে চলে যা। এ-ই দেশে কোন নাস্তিকের জায়গা হবেনা। পরকাল বিশ্বাস করিস না! ও পরকাল বিশ্বাস না করলে তো মনে যা চায় তাই করতি পারবি, মনে চাইলে শাহরিয়ার কবির মনে তোর বাবার সাথে সেক্স করবি, মনে চাইলে তর ভাই, মনে চাইলে তোর রক্ত সম্পর্কীয় যে কারো সাথে..... কারন লাভ পরকাল বিশ্বাস করিসনা, মনে যা চায় তাই করবি, পরকাল বিশ্বাস করলে তো আকাম কুকাম করতে সমস্যা!! এ-ই দেশ থেকে বিদায় হ, বেশ্যা।",Actor,Female,1,Hate Speech
"ঠাস করে তর দুগালে এমন থাপ্পড় দিতাম, থাপ্পড় খেলে সব বিশ্বাস হবে। তোরা নাস্তিকদের হায়া নাই। তো তুই নাস্তিকও আজ থেকে ব্লক লিস্টে",Actor,Female,1,Hate Speech
"নাস্তিকদের প্রতি ওপেন চ্যালেঞ্জঃ- সেন্ট টমাস একুইনাস মধ্য যুগের অন্যতম দার্শনিক, যাকে দ্বিতীয় এরিস্টটলও বলা হয়, তিনি কিভাবে ঈশ্বরের অস্তিত্ব প্রমাণ করেছেন সেই বিষয়টি নিয়ে নাস্তিকদের উদ্দেশ্যে কিছু আলোচনা করবো, সেন্ট টমাস একুইনাস তার ঐতিহাসিক গ্রন্থ Summa Theological এ ঈশ্বরের অস্তিত্ব সম্পর্কে আলোচনা করেছেন। নাস্তিক সম্প্রদায়ের প্রতি আমার চ্যালেঞ্জ আপনারা এ যুক্তিগুলো খন্ডন করে দেখাবেন। সেন্ট টমাস একুইনাস ঈশ্বরের অস্তিত্ব প্রমাণে চারটি প্রমাণ দাড় করিয়েছেন, যা এরিস্টটল, সেন্ট অগাস্টিন, অনেক আগেই ব্যবহার করে ছিলেন। ঈশ্বরের অস্তিত্ব সম্পর্কিত একুইনাসের যুক্তিগুলো হলো। (১) কারণিক প্রমাণঃ- এ প্রমাণটি কারণ-ধর্ম এর উপর প্রতিষ্ঠিত। প্রত্যেক কার্যের পিছনে একটা কারন আছে। কিন্তু কর্মকারণের এ অনুক্রম অনির্দিষ্টভাবে চলতে পারে না। শেষ পর্যন্ত এমন এক কারণের অস্তিত্ব স্বীকার করতে হবে, যা নিজে সব কার্যের কারণ অথচ তার নিজের কোন কারণ নেই। আর সব কারণের এ আদি কারণই হলো ঈশ্বর। (২) সম্ভাব্যতা বিষয়ক প্রমাণঃ- এ প্রমাণটি সম্ভাবনা ও আবশ্যিকতার ধারণার উপর প্রতিষ্ঠিত। প্রাকৃতিক সব বস্তুর স্বভাবই সম্ভাব্য, আবশ্যি",Actor,Female,1,Hate Speech
"তুমি একটা অমানুষের বাচ্চা, তোমার যা মনে চায় কর, তবে করার আগে ঘোষণা দিবে যে আমি মুসলিম না। ব্যাস, তখন তুমি যদি আকাম কর, আর ইসলাম বিশ্বাস না কর, আল্লাহ, বগবান, ঈশ্বর বিশ্বাস নাও কর তখন আমরা মুসলমানরা কাউকে কোন কিছু বলবোনা, ইসলাম, আল্লাহ রাসুল সাঃ ধর্ম নিয়ে বাজে কথা বলবা, পরকাল বিশ্বাস করবানা, আর মরার পর আবার ইসলামী রীতি অনুযায়ী দাফন কাপন দিবে তা কেমনে রে নাস্তিক। কোন নামধারী মুসলমান যখন ধর্ম নিয়ে, আল্লাহ রাসুল সাঃ নিয়ে বিরুপ কথা বলে তখন তার সমালোচনা কেবল অন্য মুসলিমই করতে পারে কারন সে নামধারী হোক আর যাই হোক মুসলমান নাম থাকার কারনে তাকে মুসলিম ভাই বা বোন মনে করে বুজায়, বা প্রয়োজন হলে শাসন করবে এটা স্বাভাবিক। তাই নাস্তিকদের বলবো তোমার যা মনে চায় করো তবে মুসলমানি নাম বাদ দিয়ে অর্থাৎ মুসলমানি পরিচয় বাদ দিয়ে করো। ঘোষণা দিয়ো যে আমি মুসলমান না, মরলে তোমাকে কিভাবে শেষকৃত্য করবে তা বলে তারপর যা করার করো কোন সমস্যা নাই। আর এসব না করে যদি ধর্মের বিরুদ্ধে লাগো তাহলে আমরা ১০০ বার তোমার বিরুদ্ধে কথা বলবো, প্রয়োজন হলে যুদ্ধ করবো।",Actor,Female,0,Hate Speech
"নামধারী মুসলিম বাচ্চাদের জ্ঞান দেখলে আমার বড্ড দুঃখ লাগে। এরা মুসলিম অথচ ধর্মীয় প্রাথমিক জ্ঞানটা পর্যন্ত নাই। ঈমানে মুজমাল, ঈমানে মুফাচ্ছালটাই এদের জানা নাই। এদের মা বাবা কি শুধু জন্মই দিছে, নিজ ধর্মের প্রাথমিক জ্ঞানটা পর্যন্ত শিক্ষা দেয় নাই। পরকাল অবিশ্বাস করলে নাকি কাফির/নাস্তিক হয় না। যে বিষয়ে তোমার জ্ঞান নাই সে বিষয়ে স্ট্যাটাস প্রসব করিওনা। কোনদিকে যাচ্ছে মুসলিম পরবর্তী প্রজন্ম! ভাবতেই অবাক লাগে! প্রকৃত মুসলিম হতে হলে শুধু জন্মগতভাবে মুসলমানের ঘরে জন্ম নিলেই হয়না, ধর্মীয় আচার-আচরণ, ধর্মের প্রাথমিক বিশ্বাসগুলো জানতে হয়। তা না হলে তুমি কিসের মুসলিম!! তোমার চেয়ে চতুষ্পদ জন্তু শ্রেষ্ঠ।",Actor,Female,1,Hate Speech
"নাস্তিকদের প্রতি ওপেন চ্যালেঞ্জঃ- সেন্ট টমাস একুইনাস মধ্য যুগের অন্যতম দার্শনিক, যাকে দ্বিতীয় এরিস্টটলও বলা হয়, তিনি কিভাবে ঈশ্বরের অস্তিত্ব প্রমাণ করেছেন সেই বিষয়টি নিয়ে নাস্তিকদের উদ্দেশ্যে কিছু আলোচনা করবো, সেন্ট টমাস একুইনাস তার ঐতিহাসিক গ্রন্থ Summa Theological এ ঈশ্বরের অস্তিত্ব সম্পর্কে আলোচনা করেছেন। নাস্তিক সম্প্রদায়ের প্রতি আমার চ্যালেঞ্জ আপনারা এ যুক্তিগুলো খন্ডন করে দেখাবেন। সেন্ট টমাস একুইনাস ঈশ্বরের অস্তিত্ব প্রমাণে চারটি প্রমাণ দাড় করিয়েছেন, যা এরিস্টটল, সেন্ট অগাস্টিন, অনেক আগেই ব্যবহার করে ছিলেন। ঈশ্বরের অস্তিত্ব সম্পর্কিত একুইনাসের যুক্তিগুলো হলো। (১) কারণিক প্রমাণঃ- এ প্রমাণটি কারণ-ধর্ম এর উপর প্রতিষ্ঠিত।  প্রত্যেক কার্যের পিছনে একটা কারন আছে। কিন্তু কর্মকারণের এ অনুক্রম অনির্দিষ্টভাবে চলতে পারে না। শেষ পর্যন্ত এমন এক কারণের অস্তিত্ব স্বীকার করতে হবে, যা নিজে সব কার্যের কারণ অথচ তার নিজের কোন কারণ নেই। আর সব কারণের এ আদি কারণই হলো ঈশ্বর।  (২) সম্ভাব্যতা বিষয়ক প্রমাণঃ- এ প্রমাণটি সম্ভাবনা ও আবশ্যিকতার ধারণার উপর প্রতিষ্ঠিত। প্রাকৃতিক সব বস্তুর স্বভাবই সম্ভাব্য, আবশ্যি",Actor,Female,4,Hate Speech
তুই ছেমড়ি মুসলিম পরিবারে জন্ম নিছজ ঠিকি কিন্তু তোর বাপ মা তোরে ইসলাম ধর্ম সম্পর্কে কোন শিক্ষা দেয় নাই। এতেই বোঝা যায় তুই কোন পরিবারে ফল। তোর পুরো পরিবার টাই একটা নর্দমা। তোদের থেকে আর কিই বা আশা করতে পারি বল।তোরে একটা উপদেশ বা একটা পরামর্শ দেয় জীবনে যা করছিস খারাপ করছিস মহান আল্লাহর কাছে ক্ষমা চেয়ে নতুন করে দুধ পানি দিয়ে গোসল করে মুসলিম হয়ে যাহ। আর কোন দিন ক্যামেরার সামনে আসিস নাহ বইন।,Actor,Female,0,Sexual Aggression
তার হট ছবি গুলা আপনিরেখেদিছেন নাকি হাড়িয়ে ফেলেছ...,Actor,Female,2,Harassment
মাগির পোলারে জুতা মার,Social,Male,0,Violent Extremism
তুই কোন বালের হিরো আলম তোর বাড়ি কোথোয় রে,Social,Male,0,Harassment
তরে পতিতা বল্লেও কম হবে,Actor,Female,0,Sexual Aggression
ওর মতো একটা বেশ্যাকে নিয়ে কথা বলতে লজ্জা বোধ করতেছি,Actor,Female,1,Sexual Aggression
"বাহ! ফেসবুক আইডি হ্যাক,,,, শুনেন এসব আর বইলেন না আজ পর্যন্ত যত সেলেবব্রিটি বা অন্য যে কেউ এরূপ যা মানুষকে ক্ষিপ্ত করে মন্তব্য করা পর Public এর ঠেলায় বা চিপায় পড়ে বলে sorry আমার  আইডি টা হ্যাক হয়েছিল,,,,,,,জানি না আমি ভালো মানুষ কি না?  কিন্তু এটা জানি ভালো হইতে পয়সা লাগে না,,,,,,আর শুনেন post হতে আইডি হ্যাকের বাহানা অংশটুকু সরান,,,,,,public এগুলা বুঝে,,,,,,,আর আল্লাহর কাছে শুধু এই বিষয়ে না সকল বিষয়েই ক্ষমা চান,,,, -নিশ্চয় আল্লাহ  পরম দয়ালু এবং ক্ষমাশীল।",Actor,Female,0,Sexual Aggression
জয়ের মতো আবালের শো তে আপনাকে মানায় না অনন্ত ভাই।,Actor,Male,0,Neutral
সৃজিতের পর শিডিউলটা জনি সিন্সরে দিস! আমেরিকার সিটিজেন হতে পারবিরে চৌদ্দভাতারি!,Actor,Female,1,Sexual Aggression
"ইসলামে এই রকম কুলাঙ্গার  নাস্তিক এর জায়গা নাই,ফালতু মাইয়া তোর অভিনিত সকল প্রকার নাটক বর্জন করলাম এবং সবাইকে ও বল্লাম বর্জন করতে",Actor,Female,1,Hate Speech
"এই নাস্তিক এর বাচ্চারে বাংলাদেশ থেকে বিতাড়িত করে ইহুদি দেশে পাঠানো হোক,আর ওনার সকল প্রকার অভিনিত সিনেমা বয়কট করা হোক।",Actor,Female,0,Violent Extremism
"আমি নষ্ট মনে, নষ্ট চোখে দেখি তোমাকেমন আমার কি চায় বুঝায় কেমনে!",Actor,Female,22,Harassment
অর্ধেক পুরুষঅর্ধেক নারী!বালমান মুক্তাদির,Actor,Female,6,Harassment
"কি সোনামনি!চিপায় পড়ছো বলে এখন আল্লাহ খোদা ডাইকা নিঃশ্বাস নেওয়ার টাইম পাচ্ছনা!ভাইরে,এটা ইসলামিক দেশ!তুই তোরা বালমান রা যতই ওয়েস্টার্ন বানানোর ধান্দা করিস না কেনো, রুখে দেওয়া হবে!হনুলুলু :-P",Actor,Female,63,Harassment
কিউটের ডিব্বা,Singer,Female,1,Neutral
"সব টুকু খুলে দিলে আরো ভালো দেখাতো,,, বেয়াদব",Actor,Female,1,Harassment
ত্রান লোট কারির দল,Politician,Male,1,Harassment
ও হচ্ছে নাদান.প্রবাদ আছে ঙ্গানি যারা বুঝে তারা শুধু ইশারায় নাদানকে বুঝাইতে পারে কে আছে কোথায়,Social,Male,0,Harassment
